0,1,2
r2921,r7174,0.0285714285714285
r14554,r49245,0.0285714285714285
r3223,r49434,0.0046728971962616
r4262,r1898,0.0078740157480314
r33632,r10600,0.010204081632653
r1212,r85400,0.0114942528735632
r27852,r6001,0.0666666666666666
r834,r81650,0.0071942446043165
r2512,r1595,0.0141242937853107
r15601,r17033,0.0769230769230769
r37298,r302,0.0005181347150259
r4941,r3065,0.0084745762711864
r1622,r24502,0.0212765957446808
r104161,r3191,0.0126582278481012
r46283,r14518,0.05
r5117,r2373,0.005181347150259
r253,r1690,0.0052356020942408
r5025,r4534,0.015267175572519
r39870,r12000,0.5
r75655,r12657,0.1818181818181818
r19340,r9541,0.0588235294117647
r18124,r50936,0.0204081632653061
r84,r14109,0.0009017132551848
r233,r754,0.0120481927710843
r4249,r77219,0.0092592592592592
r699,r16515,0.0066666666666666
r26443,r17040,0.2
r8957,r3730,0.0053763440860215
r28275,r107014,0.1428571428571428
r44051,r16754,0.1538461538461538
r901,r15900,0.007125890736342
r13624,r650,0.001004016064257
r14822,r1196,0.0042016806722689
r2790,r6281,0.0285714285714285
r18447,r28390,0.0232558139534883
r16165,r38247,0.1111111111111111
r8445,r62642,0.0181818181818181
r3439,r100858,0.0166666666666666
r21141,r1881,0.0476190476190476
r78445,r5689,0.0227272727272727
r39891,r4825,0.010752688172043
r28213,r6837,0.0140845070422535
r5746,r572,0.0128205128205128
r2700,r51865,0.0147058823529411
r6403,r30381,0.0769230769230769
r10369,r23653,0.0217391304347826
r3867,r9035,0.0327868852459016
r3326,r110583,0.0303030303030303
r15224,r35736,0.0384615384615384
r14665,r2854,0.0212765957446808
r3487,r3638,0.0144927536231884
r119,r42337,0.0030864197530864
r2831,r11762,0.0245901639344262
r40863,r518,0.0011587485515643
r3288,r96415,0.0060240963855421
r13984,r12505,0.0476190476190476
r32011,r1126,0.0035587188612099
r8430,r14161,0.0909090909090909
r3596,r91938,0.3333333333333333
r13363,r15540,0.03125
r128,r888,0.0088105726872246
r710,r2185,0.0161290322580645
r4021,r2215,0.006578947368421
r9227,r709,0.0126582278481012
r24196,r2012,0.037037037037037
r80092,r2935,0.005050505050505
r19015,r2767,0.04
r866,r81437,0.0008771929824561
r10239,r84447,0.0909090909090909
r9857,r270,0.0133333333333333
r2500,r10641,0.0297029702970297
r113178,r1589,0.0108695652173913
r14748,r26360,0.0294117647058823
r2450,r31646,0.0105263157894736
r6395,r431,0.0096463022508038
r17,r48764,0.000272034820457
r101,r26504,0.001564945226917
r3304,r33004,0.00625
r6404,r2200,0.003003003003003
r10762,r4835,0.1428571428571428
r2131,r46060,0.1111111111111111
r14833,r4831,0.0714285714285714
r8557,r94,0.0021186440677966
r2051,r373,0.0097087378640776
r18209,r8781,0.0384615384615384
r59573,r27768,0.0909090909090909
r13408,r6191,0.0344827586206896
r46467,r379,0.0158730158730158
r40129,r209,0.008130081300813
r59979,r3085,0.0555555555555555
r114050,r5655,0.0256410256410256
r11175,r20462,0.2
r30,r23279,0.0046082949308755
r91533,r493,0.0066225165562913
r279,r2919,0.0192307692307692
r5248,r1405,0.0053619302949061
r117498,r25481,0.0666666666666666
r22168,r8665,0.0227272727272727
r2854,r109618,0.0454545454545454
r43682,r859,0.0033222591362126
r29507,r1352,0.0051020408163265
r3842,r10466,0.0683760683760683
r24131,r294,0.0088495575221238
r56349,r49857,0.1
r4194,r14582,0.0068027210884353
r508,r57193,0.0013642564802182
r5264,r12210,0.0476190476190476
r211,r36498,0.0082644628099173
r1985,r10661,0.0416666666666666
r20195,r9678,0.0163934426229508
r45570,r5708,0.0163934426229508
r22689,r7743,0.0222222222222222
r40538,r35190,0.0294117647058823
r3695,r14373,0.1176470588235294
r30427,r23382,0.0416666666666666
r19033,r122868,0.0344827586206896
r9838,r8047,0.0625
r46853,r65328,0.3333333333333333
r12217,r25858,0.0285714285714285
r38525,r34946,0.0344827586206896
r5150,r90589,0.0208333333333333
r28604,r25580,0.0384615384615384
r8881,r22308,0.0129870129870129
r2345,r44117,0.0222222222222222
r1394,r8514,0.0303030303030303
r37032,r7984,0.0256410256410256
r41452,r78832,0.6
r72993,r30662,0.0833333333333333
r23681,r17265,0.0357142857142857
r22315,r250,0.0196078431372549
r8398,r16332,0.0111111111111111
r26480,r11024,0.0454545454545454
r17111,r88124,0.1428571428571428
r67344,r17,0.0002721088435374
r20315,r1782,0.0444444444444444
r49234,r1866,0.0070422535211267
r1342,r1708,0.0517241379310344
r1287,r57670,0.0104166666666666
r4116,r35749,0.0769230769230769
r65806,r122064,1.0
r47934,r5903,0.1111111111111111
r34026,r7735,0.0416666666666666
r154,r17464,0.032258064516129
r15583,r6899,0.010752688172043
r14846,r10756,0.1666666666666666
r1568,r2198,0.0082644628099173
r17659,r3795,0.024390243902439
r16381,r46525,0.04
r1462,r11590,0.0028011204481792
r18,r7317,0.0172413793103448
r670,r17527,0.0104166666666666
r35615,r3025,0.05
r42040,r58072,0.0714285714285714
r27954,r6496,0.0166666666666666
r12750,r11941,0.0294117647058823
r73309,r10409,1.0
r3234,r1732,0.0060790273556231
r5319,r16427,0.0454545454545454
r1410,r55733,0.0024330900243309
r7715,r3354,0.0151515151515151
r35564,r3177,0.0108695652173913
r75962,r109483,0.5
r736,r1206,0.0026917900403768
r3297,r810,0.0085470085470085
r10824,r73821,0.1428571428571428
r9227,r64952,0.0666666666666666
r358,r47549,0.002127659574468
r15874,r33042,1.0
r6812,r1589,0.0254237288135593
r385,r12811,0.0056497175141242
r4221,r4041,0.024390243902439
r13419,r4205,0.0116279069767441
r83475,r63472,0.5
r2292,r3615,0.0050251256281407
r36984,r535,0.0134228187919463
r14521,r22755,0.0588235294117647
r66790,r11609,0.0416666666666666
r26478,r714,0.0263157894736842
r85180,r1196,0.0021052631578947
r18599,r7854,0.0555555555555555
r47522,r225,0.0034965034965034
r4453,r36425,0.0072992700729927
r35203,r25022,0.0666666666666666
r4702,r95627,0.008695652173913
r94385,r4049,0.0112359550561797
r47666,r1295,0.0434782608695652
r2770,r90238,0.0112359550561797
r1062,r1050,0.0114503816793893
r36911,r70355,0.0588235294117647
r85970,r5413,0.0204081632653061
r20173,r14443,0.0666666666666666
r3231,r33455,0.0074626865671641
r15911,r1348,0.0033112582781456
r96065,r13522,0.0147058823529411
r7560,r11503,0.0108695652173913
r103226,r11198,0.1
r4886,r1062,0.0294117647058823
r6045,r44302,0.125
r12641,r12490,0.08
r3003,r41776,0.025
r30220,r10756,0.1428571428571428
r114373,r20330,0.024390243902439
r70294,r1116,0.02
r21706,r26046,0.0714285714285714
r15937,r1959,0.0526315789473684
r63248,r45648,0.1666666666666666
r690,r6439,0.0092165898617511
r36700,r1973,0.1111111111111111
r15018,r31425,0.125
r11844,r5346,0.03125
r10405,r1952,0.0833333333333333
r37495,r23120,0.3333333333333333
r37287,r2194,0.0104166666666666
r30824,r84,0.0009082652134423
r18919,r66258,0.125
r52668,r71211,0.5
r41263,r31065,0.1666666666666666
r4642,r32634,0.0714285714285714
r34546,r3103,0.0181818181818181
r39419,r29,0.0009940357852882
r875,r47864,0.0046511627906976
r486,r59556,0.0023419203747072
r14784,r13751,0.027027027027027
r9875,r3897,0.0227272727272727
r394,r29728,0.0023584905660377
r521,r39599,0.006578947368421
r964,r24699,0.0144927536231884
r92962,r102275,1.0
r42508,r924,0.0175438596491228
r13333,r90894,0.2
r901,r466,0.0023255813953488
r44430,r42589,0.2
r49203,r5727,0.0666666666666666
r2379,r5405,0.0133333333333333
r24687,r5266,0.0232558139534883
r7965,r902,0.0020746887966804
r10264,r1109,0.0025380710659898
r6894,r3652,0.0178571428571428
r47506,r3081,0.0098039215686274
r7558,r1245,0.0075757575757575
r8796,r12908,0.0434782608695652
r26010,r8983,0.015625
r59504,r114242,0.5
r1709,r2546,0.0058479532163742
r82864,r27711,0.1428571428571428
r65492,r19057,0.0416666666666666
r37045,r36151,0.0909090909090909
r17709,r14018,0.0217391304347826
r75076,r4613,0.0149253731343283
r48654,r5230,0.0434782608695652
r743,r2464,0.0053475935828877
r11743,r3743,0.0357142857142857
r486,r553,0.0046189376443418
r57087,r7675,0.0416666666666666
r1143,r13052,0.0333333333333333
r155,r1567,0.0345821325648415
r262,r4394,0.0075046904315197
r1126,r6606,0.0034482758620689
r13370,r3753,0.032258064516129
r546,r30530,0.003610108303249
r3313,r35048,0.032520325203252
r23847,r21551,0.1428571428571428
r1208,r5025,0.0120481927710843
r59124,r1867,0.0147058823529411
r37266,r17387,0.1111111111111111
r11160,r3309,0.0169491525423728
r2326,r5256,0.0048309178743961
r327,r7353,0.0034071550255536
r289,r8858,0.001577287066246
r3404,r1435,0.0087719298245614
r262,r3360,0.0057471264367816
r10142,r5413,0.0365853658536585
r8989,r13726,0.0208333333333333
r33879,r1195,0.0232558139534883
r5266,r107095,0.0285714285714285
r6143,r1101,0.0192307692307692
r22528,r29991,0.0384615384615384
r3162,r38570,0.0103092783505154
r295,r5956,0.0062893081761006
r17464,r2266,0.0205479452054794
r36507,r32099,0.2
r29159,r4601,0.0256410256410256
r22140,r26339,0.1428571428571428
r79128,r94021,1.0
r19837,r111281,0.1428571428571428
r25151,r4194,0.0070422535211267
r4685,r6007,0.0363636363636363
r32371,r1987,0.0042735042735042
r43318,r25628,0.0555555555555555
r15914,r1822,0.0082644628099173
r41110,r1239,0.0033003300330033
r8597,r49716,0.0666666666666666
r16084,r18164,0.0769230769230769
r294,r6,0.0228640192539109
r1382,r14003,0.0060483870967741
r76305,r49899,0.5
r3069,r2166,0.010752688172043
r36361,r25513,0.1
r481,r4884,0.016
r28343,r131,0.0032467532467532
r6513,r18684,0.03125
r3389,r72,0.0091743119266055
r564,r120972,0.0011574074074074
r19193,r5407,0.0121951219512195
r62166,r4292,0.0094339622641509
r2548,r14108,0.003257328990228
r1407,r1119,0.0039682539682539
r402,r27788,0.0027777777777777
r8813,r10067,0.1
r48110,r18029,0.0476190476190476
r36090,r12324,0.3333333333333333
r317,r24710,0.0135135135135135
r19257,r4453,0.0078125
r6264,r2921,0.0285714285714285
r99844,r3524,0.0714285714285714
r34380,r118861,0.125
r10267,r1696,0.0057471264367816
r245,r27711,0.0017094017094017
r6403,r4900,0.0465116279069767
r18215,r18942,0.0526315789473684
r24863,r34376,0.5
r3307,r15534,0.0062111801242236
r102434,r18108,0.1666666666666666
r52,r23225,0.0357142857142857
r5929,r104522,0.0185185185185185
r13016,r7889,0.0181818181818181
r7228,r51089,0.0178571428571428
r38536,r33561,0.125
r3484,r22755,0.0075757575757575
r11813,r105284,0.0161290322580645
r24454,r26476,0.0555555555555555
r128,r42879,0.0113636363636363
r7869,r62049,0.0078740157480314
r370,r113827,0.0133333333333333
r54767,r33198,0.125
r78026,r35510,0.1428571428571428
r29143,r58355,1.0
r11993,r7908,0.0277777777777777
r16210,r7210,0.0285714285714285
r62390,r2338,0.0068965517241379
r60138,r9003,0.0625
r75906,r88280,0.25
r45008,r29811,0.25
r18180,r14998,0.0333333333333333
r9024,r14777,0.0163934426229508
r12872,r22068,0.0163934426229508
r29728,r18194,0.1428571428571428
r100845,r73001,0.5
r83296,r754,0.00625
r6675,r29895,0.0588235294117647
r14266,r31826,0.0714285714285714
r86117,r101,0.0015797788309636
r97488,r97929,1.0
r4517,r4041,0.027027027027027
r7407,r3884,0.0072992700729927
r1966,r9106,0.0078125
r63037,r3867,0.0101010101010101
r3184,r10012,0.0179640718562874
r65633,r4444,0.0097087378640776
r2901,r23832,0.010752688172043
r361,r99023,0.0015408320493066
r20848,r27016,0.5
r35993,r3653,0.0666666666666666
r2618,r67426,0.0037174721189591
r3088,r7551,0.0070422535211267
r24131,r2790,0.0227272727272727
r58974,r16625,0.1111111111111111
r8439,r14924,0.5714285714285714
r29308,r14960,0.0277777777777777
r32135,r3620,0.0285714285714285
r11146,r8907,0.0126582278481012
r15489,r6292,0.0754716981132075
r82219,r73,0.0063694267515923
r19983,r2028,0.0169491525423728
r39556,r2172,0.0068027210884353
r21757,r74328,0.1111111111111111
r20624,r6353,0.0217391304347826
r72179,r3265,0.032258064516129
r103,r9041,0.0030674846625766
r5471,r1739,0.0153846153846153
r9598,r8873,0.0451612903225806
r2154,r31321,0.0769230769230769
r19912,r28923,0.0555555555555555
r9793,r2837,0.0909090909090909
r802,r97077,0.0087719298245614
r27229,r79729,1.0
r30922,r27239,0.2
r16370,r3008,0.0204081632653061
r12710,r9894,0.0163934426229508
r4715,r36726,0.0384615384615384
r2979,r38015,0.0149253731343283
r9580,r22740,0.025
r8398,r14614,0.0135135135135135
r23047,r4113,0.0095238095238095
r2361,r2935,0.010752688172043
r4200,r7589,0.0434782608695652
r17215,r10792,0.0217391304347826
r449,r10316,0.0037593984962406
r3661,r453,0.0086206896551724
r35963,r7655,0.0434782608695652
r20697,r1405,0.0130548302872062
r32429,r3476,0.0219780219780219
r15514,r7739,0.0294117647058823
r6613,r1726,0.0192307692307692
r34811,r2675,0.0133333333333333
r39,r7010,0.0069930069930069
r25516,r24625,0.1666666666666666
r7666,r103,0.009375
r10146,r15018,0.0357142857142857
r20862,r1673,0.0344827586206896
r4200,r678,0.0065359477124183
r6249,r115602,0.0128205128205128
r1852,r55991,0.0588235294117647
r6855,r5509,0.0080645161290322
r31882,r999,0.0036231884057971
r3137,r18400,0.0105263157894736
r8901,r11069,0.032258064516129
r245,r949,0.0084602368866328
r12722,r59303,0.0188679245283018
r16019,r120213,1.0
r34442,r815,0.0204081632653061
r33070,r16278,0.0769230769230769
r729,r1287,0.0085836909871244
r119,r48195,0.0030395136778115
r7978,r873,0.002008032128514
r26004,r861,0.0018315018315018
r1517,r61148,0.0588235294117647
r861,r25877,0.0054249547920434
r23971,r1099,0.0034013605442176
r31104,r1962,0.0833333333333333
r19641,r690,0.0052083333333333
r34790,r4813,0.0078125
r31255,r14482,0.1
r65034,r23242,0.1111111111111111
r4993,r30042,0.0158730158730158
r21865,r18403,0.1
r48,r106498,0.003003003003003
r2450,r5464,0.0096153846153846
r49992,r74597,1.0
r18298,r138,0.0027063599458728
r2162,r13517,0.0029673590504451
r18070,r1784,0.009009009009009
r5638,r10958,0.0465116279069767
r511,r55364,0.0132450331125827
r10161,r67588,0.5
r33412,r10713,0.032258064516129
r6295,r12582,0.2
r1382,r82287,0.0022172949002217
r7491,r12933,0.0238095238095238
r35968,r15518,0.3333333333333333
r3860,r26380,0.0714285714285714
r21045,r1332,0.0045045045045045
r46999,r1517,0.0625
r30804,r6988,0.04
r1366,r32071,0.1666666666666666
r2416,r29759,0.024390243902439
r3025,r13400,0.0208333333333333
r7019,r28979,0.0212765957446808
r3326,r1048,0.0238095238095238
r14202,r33343,0.1666666666666666
r84009,r1281,0.0333333333333333
r40549,r1510,0.0136986301369863
r966,r102498,0.0054347826086956
r34613,r11670,0.0769230769230769
r2190,r24731,0.0285714285714285
r34481,r1473,0.0294117647058823
r26524,r81213,1.0
r6395,r12586,0.018348623853211
r1573,r16895,0.0123456790123456
r8780,r1173,0.0192307692307692
r10274,r3252,0.03125
r29430,r2316,0.0256410256410256
r14880,r18244,0.03125
r754,r23175,0.0061349693251533
r18,r9319,0.009009009009009
r3642,r5471,0.0140845070422535
r16404,r5189,0.0083333333333333
r69835,r1708,0.0357142857142857
r6494,r29076,0.1428571428571428
r24774,r3741,0.0625
r5567,r24471,0.0082987551867219
r53269,r59640,1.0
r80535,r33593,1.0
r37879,r62317,0.125
r7606,r30833,0.0769230769230769
r22007,r398,0.0064308681672025
r3215,r24522,0.05
r5182,r23356,0.0128205128205128
r50812,r64554,0.25
r1072,r34065,0.0217391304347826
r16711,r58542,0.0909090909090909
r10323,r867,0.0555555555555555
r16104,r1693,0.0106951871657754
r518,r73924,0.0011627906976744
r4798,r9367,0.0337078651685393
r3698,r6505,0.0204081632653061
r36151,r1340,0.0192307692307692
r112228,r25482,0.1666666666666666
r42490,r60739,0.2
r3456,r48399,0.0555555555555555
r110178,r1065,0.0068027210884353
r227,r2955,0.0316742081447963
r5015,r10857,1.0
r59411,r1324,0.0217391304347826
r24586,r8403,0.0833333333333333
r3929,r298,0.0068965517241379
r49896,r8687,0.2
r76825,r20458,0.0333333333333333
r47213,r6880,0.0294117647058823
r12725,r95437,0.0714285714285714
r510,r16101,0.0046948356807511
r5517,r35055,0.0095238095238095
r3101,r27941,0.0071428571428571
r8215,r24163,0.2
r43087,r962,0.0059171597633136
r6894,r901,0.0111607142857142
r1956,r41576,0.1
r54699,r1013,0.0294117647058823
r761,r680,0.0289017341040462
r36190,r31037,0.0416666666666666
r7882,r680,0.0092592592592592
r13125,r4499,0.0111111111111111
r55367,r23071,0.0714285714285714
r52823,r1410,0.0024330900243309
r4328,r5471,0.0273972602739726
r8455,r32131,0.0909090909090909
r3852,r6849,0.0151515151515151
r61772,r25163,0.0344827586206896
r102383,r61,0.0017921146953405
r64181,r3250,0.0051282051282051
r14542,r10647,0.0344827586206896
r52600,r6485,0.0158730158730158
r26735,r1127,0.0115606936416184
r15027,r5545,0.0178571428571428
r11881,r15534,0.0238095238095238
r521,r19083,0.0064102564102564
r69969,r5165,0.0833333333333333
r86031,r14493,0.2
r87493,r108859,0.5
r1453,r146,0.010752688172043
r10297,r1703,0.0062893081761006
r20715,r11861,0.0147058823529411
r1842,r780,0.0031152647975077
r486,r13028,0.0023310023310023
r5338,r70656,0.0555555555555555
r15996,r52437,0.6666666666666666
r24568,r119,0.0085470085470085
r25741,r34610,0.25
r51909,r6200,0.0714285714285714
r4817,r4967,0.0124223602484472
r65,r72189,0.0020242914979757
r48186,r59359,0.25
r37225,r88323,0.1666666666666666
r27977,r49233,0.0357142857142857
r64177,r16255,0.0714285714285714
r7353,r15122,0.0357142857142857
r1254,r41773,0.0099009900990099
r70564,r8276,0.0294117647058823
r1462,r35749,0.002932551319648
r41673,r54958,0.125
r3774,r837,0.015
r306,r26821,0.0208333333333333
r21669,r873,0.004040404040404
r4536,r4025,0.0347222222222222
r88244,r28888,0.1666666666666666
r1467,r42713,0.0769230769230769
r79228,r2661,0.0227272727272727
r114433,r755,0.0062111801242236
r16411,r59293,0.5
r11223,r3017,0.0210526315789473
r5331,r1558,0.0034246575342465
r567,r64904,0.0769230769230769
r26014,r1119,0.0041322314049586
r54133,r2738,0.0454545454545454
r748,r95512,0.0082644628099173
r57136,r10686,0.0181818181818181
r826,r109766,0.0040650406504065
r32590,r34542,0.3333333333333333
r31189,r80125,0.0909090909090909
r104634,r24838,0.1428571428571428
r117002,r2456,0.0285714285714285
r594,r2552,0.0304878048780487
r113247,r616,0.0006954102920723
r3951,r2311,0.025
r58341,r654,0.0006199628022318
r6988,r3841,0.0093457943925233
r20287,r3101,0.0111111111111111
r1058,r57397,0.0434782608695652
r15925,r100586,0.125
r167,r44694,0.0067567567567567
r5088,r17029,0.0555555555555555
r34121,r229,0.0076923076923076
r18301,r16447,0.0344827586206896
r1147,r9265,0.0945945945945946
r18447,r14454,0.0303030303030303
r2957,r80709,0.0172413793103448
r162,r35356,0.0039920159680638
r3101,r17587,0.0037593984962406
r21911,r15442,0.025
r90228,r1544,0.0103092783505154
r37074,r21757,0.0588235294117647
r34562,r4500,0.05
r12220,r11000,0.0588235294117647
r10323,r23159,0.0555555555555555
r31707,r23682,0.2857142857142857
r55812,r1794,0.027027027027027
r27126,r41418,0.2
r52242,r107968,0.5
r4988,r11451,0.0476190476190476
r2937,r104160,0.0054347826086956
r7465,r19257,0.1428571428571428
r9500,r18599,0.0526315789473684
r10782,r26179,0.0588235294117647
r754,r12675,0.0061728395061728
r27148,r8447,0.0163934426229508
r29325,r7849,0.0714285714285714
r2076,r14784,0.053030303030303
r4483,r14904,0.0545454545454545
r82028,r7041,0.0714285714285714
r5757,r34666,0.03125
r1804,r25203,0.0038910505836575
r925,r49241,0.0056818181818181
r9337,r4998,0.0344827586206896
r10181,r1161,0.0208333333333333
r2030,r9246,0.0074074074074074
r53889,r8199,0.0120481927710843
r3169,r719,0.0032894736842105
r9102,r3802,0.0714285714285714
r12508,r4486,0.0140845070422535
r2030,r100403,0.0025906735751295
r1606,r1958,0.0675675675675675
r43222,r2406,0.0153846153846153
r1240,r49759,0.0196078431372549
r48,r5022,0.0164835164835164
r4289,r249,0.0142857142857142
r1786,r9814,0.0186915887850467
r861,r48252,0.0018348623853211
r14894,r7841,0.0338983050847457
r7041,r542,0.0076238881829733
r41398,r6157,0.009090909090909
r115898,r61226,0.25
r40654,r73481,0.1111111111111111
r28705,r4439,0.03125
r787,r7353,0.0038910505836575
r1558,r12782,0.0137931034482758
r22292,r1647,0.03125
r49155,r3702,0.0333333333333333
r86072,r359,0.0153846153846153
r2018,r113320,0.0056818181818181
r18505,r3886,0.0138888888888888
r15337,r5069,0.02
r43053,r1631,0.0142857142857142
r2073,r3915,0.0136986301369863
r1069,r52521,0.0037174721189591
r2138,r24011,0.2307692307692307
r1886,r1561,0.0131578947368421
r7667,r1342,0.0483870967741935
r719,r36424,0.0204081632653061
r2939,r15444,0.0104166666666666
r107579,r20263,0.5
r6007,r2322,0.01
r7491,r66716,0.0263157894736842
r3288,r7796,0.0060240963855421
r46470,r53601,0.0909090909090909
r45295,r1703,0.00625
r49950,r94028,0.5
r255,r966,0.0047619047619047
r69861,r1524,0.0476190476190476
r12089,r19649,0.0476190476190476
r78015,r4690,0.125
r27290,r4262,0.0093457943925233
r1875,r26380,0.0196078431372549
r5630,r53358,0.037037037037037
r70067,r16540,0.3333333333333333
r4351,r2204,0.0121951219512195
r22193,r7132,0.02
r10769,r162,0.0039292730844793
r596,r37,0.0203045685279187
r108387,r16036,0.0303030303030303
r12465,r10610,0.0256410256410256
r2770,r9451,0.0495049504950495
r8187,r7802,0.009009009009009
r2512,r7038,0.0112359550561797
r14554,r3730,0.0148514851485148
r75333,r1542,0.0384615384615384
r94218,r25163,0.125
r18538,r106271,1.0
r2193,r9721,0.0040650406504065
r757,r10217,0.0232558139534883
r5533,r2743,0.0256410256410256
r10128,r8910,0.0333333333333333
r2935,r49384,0.005050505050505
r51207,r3235,0.0072992700729927
r199,r123,0.0037593984962406
r12206,r5638,0.0212765957446808
r41059,r359,0.0153846153846153
r94358,r7849,0.0357142857142857
r74447,r2494,0.0285714285714285
r7535,r1764,0.0040485829959514
r6733,r18895,0.0151515151515151
r122063,r9057,0.027027027027027
r23492,r10805,0.0666666666666666
r5670,r68261,0.025
r364,r2024,0.071290944123314
r46330,r908,0.0064102564102564
r3977,r306,0.0086206896551724
r16676,r7178,0.0079365079365079
r103726,r985,0.0136986301369863
r1187,r121290,0.0031545741324921
r103109,r72527,0.5
r1624,r44012,0.0071428571428571
r4146,r15695,0.0149253731343283
r110848,r1746,0.0666666666666666
r2535,r4828,0.0357142857142857
r4919,r47526,0.005524861878453
r83102,r33574,0.1538461538461538
r944,r8712,0.0045662100456621
r122,r43230,0.0098039215686274
r10310,r2536,0.0405405405405405
r11648,r54,0.0165289256198347
r2639,r59435,0.1111111111111111
r16149,r4017,0.0198019801980198
r7292,r563,0.0347826086956521
r17403,r1937,0.0039682539682539
r23373,r13881,0.0526315789473684
r6621,r948,0.0588235294117647
r37441,r11188,0.1
r2163,r2425,0.04
r24797,r138,0.0013831258644536
r2781,r364,0.0087912087912087
r16721,r27907,0.2
r2245,r23817,0.0416666666666666
r1358,r4025,0.0138888888888888
r51740,r5335,0.5
r3200,r42501,0.3333333333333333
r22944,r40691,0.0526315789473684
r14542,r47763,0.0454545454545454
r27086,r953,0.0047619047619047
r9332,r6535,0.0095238095238095
r73821,r422,0.0046948356807511
r21687,r6033,0.0108695652173913
r32710,r624,0.0089285714285714
r15793,r40253,0.1666666666666666
r646,r1852,0.0416666666666666
r947,r10749,0.0040816326530612
r40935,r108300,0.1111111111111111
r748,r98885,0.0081967213114754
r4522,r430,0.0355731225296442
r901,r3523,0.0023696682464454
r1405,r20490,0.0025906735751295
r238,r14488,0.0016835016835016
r94210,r73,0.0064516129032258
r3389,r34035,0.0128205128205128
r2980,r67903,0.010752688172043
r51920,r719,0.0034722222222222
r8057,r14979,0.0227272727272727
r21565,r23242,0.125
r13931,r14194,0.0666666666666666
r89965,r1960,0.0072463768115942
r7676,r3280,0.0344827586206896
r49880,r19170,0.25
r60791,r29860,0.0909090909090909
r63503,r72647,0.25
r535,r89828,0.0068493150684931
r116468,r58,0.000734214390602
r34454,r26257,1.0
r2108,r6340,0.0303030303030303
r303,r6104,0.0245398773006134
r69637,r25524,0.5
r1555,r28923,0.0232558139534883
r86505,r30708,0.0833333333333333
r13559,r6894,0.0227272727272727
r246,r5808,0.0217391304347826
r120292,r66462,1.0
r103792,r2342,0.0073529411764705
r28155,r3375,0.0153846153846153
r8427,r23196,0.0588235294117647
r62396,r54569,1.0
r7575,r24124,0.1666666666666666
r2737,r60850,0.0384615384615384
r8813,r115180,0.2
r7027,r70326,0.1111111111111111
r32609,r22021,0.125
r11325,r3642,0.0204081632653061
r1023,r675,0.0278688524590163
r70370,r19523,0.1
r3482,r1555,0.0057142857142857
r12282,r2200,0.0057971014492753
r22412,r104748,0.0833333333333333
r5828,r92668,0.0909090909090909
r76,r31157,0.0019132653061224
r96577,r23197,0.2
r11039,r13301,0.0256410256410256
r2152,r18720,0.0384615384615384
r83598,r1413,0.0151515151515151
r82581,r10029,0.2
r32733,r76,0.0006381620931716
r13369,r21794,0.03125
r55222,r1784,0.0098039215686274
r4745,r118064,0.3333333333333333
r13523,r35430,0.0121951219512195
r55942,r68162,0.0833333333333333
r18104,r2177,0.0588235294117647
r5407,r24983,0.0125
r41780,r26577,0.0625
r5791,r9775,0.0172413793103448
r26915,r8783,0.075
r99892,r25910,0.0333333333333333
r37751,r176,0.0126582278481012
r2168,r9875,0.0067114093959731
r43798,r19197,0.037037037037037
r10259,r205,0.0048309178743961
r4072,r3383,0.0144927536231884
r2030,r24983,0.005181347150259
r3570,r45215,0.2
r56917,r500,0.0021186440677966
r7207,r7556,0.0105263157894736
r17925,r67378,0.0344827586206896
r14521,r899,0.0015898251192368
r34428,r19128,0.125
r17113,r11320,0.1
r20884,r32,0.0073126142595978
r10955,r2342,0.0067567567567567
r3919,r30684,0.1428571428571428
r1009,r2270,0.0101010101010101
r95217,r4148,0.0151515151515151
r2548,r85693,0.0034129692832764
r69195,r104189,0.5
r8919,r931,0.0079575596816976
r3214,r5969,0.0088495575221238
r40691,r18124,0.0163934426229508
r100560,r726,0.005181347150259
r8308,r268,0.0052083333333333
r17089,r13906,0.0714285714285714
r1086,r14052,0.0040983606557377
r30690,r63125,0.1428571428571428
r3426,r20458,0.0212765957446808
r33795,r1231,0.0078740157480314
r449,r616,0.0502544529262086
r25163,r66417,0.0909090909090909
r1820,r2223,0.0222222222222222
r25391,r26992,0.1428571428571428
r93,r12750,0.0229885057471264
r27239,r36779,0.1666666666666666
r2342,r76994,0.0073529411764705
r93194,r13302,0.0344827586206896
r4940,r518,0.0011299435028248
r43931,r1535,0.0027624309392265
r8110,r14936,0.0416666666666666
r8487,r62210,0.0555555555555555
r6580,r1499,0.003584229390681
r22723,r14498,0.03125
r1119,r95621,0.0021008403361344
r294,r98610,0.0044843049327354
r15087,r28094,0.3333333333333333
r1965,r37720,0.0196078431372549
r788,r20783,0.010752688172043
r645,r31419,0.0151515151515151
r5558,r6923,0.0109890109890109
r10790,r17055,0.0425531914893617
r6759,r2246,0.0052910052910052
r3107,r69940,0.0101010101010101
r5350,r16623,0.0188679245283018
r8873,r11194,0.008130081300813
r8746,r1556,0.0217391304347826
r19122,r4025,0.0260869565217391
r947,r37637,0.0021231422505307
r55003,r114,0.0034965034965034
r46216,r20913,0.0714285714285714
r21153,r2392,0.125
r5017,r1382,0.012891344383057
r11978,r35839,0.0588235294117647
r39221,r97150,1.0
r2045,r2897,0.025
r105113,r48048,0.2
r21519,r7658,0.1
r31956,r285,0.001577287066246
